"Rank","Player Id","Player GSIS","Player College GSIS","Player Sportradar Id","Name","Team","#","POS","REC GRD","KEY","REC SNP","VS PRS","TGT","REC","REC YDS","YPR","REC TD","REC 1D","DP","FUM","FUML","CBL","CTT","CTC","YAC","YAC/REC","YPRR"
"","66924","46797","107942","2fa75e05-cac4-4b40-8924-dbc9ae0c959c","Tanner Hudson","Bengals","87","TE","73.6","18","115","27","23","19","168","8.8","2","8","0","0","0","19","5","2","85","4.5","1.46"
"","75916","54520","300413","734d54cc-c869-4e2f-a60f-c59c493f5110","Trey McBride","Cardinals","85","TE","84.8","126","737","250","170","129","1279","9.9","11","63","2","0","0","133","38","22","592","4.6","1.74"
"","77881","56400","316838","9a8395a0-e900-11ed-9cad-a989770811a8","Blake Whiteheart","Browns","86","TE","38.8","4","102","36","5","2","4","2.0","0","0","0","1","0","2","2","0","1","0.5","0.04"
"","77885","54642","305843","f461da0c-f764-414c-9e0d-2f02e22a68d8","James Mitchell","Panthers","85","TE","74.2","4","16","5","4","3","28","9.3","0","2","0","0","0","3","1","0","22","7.3","1.75"
"","77888","56027","304372","5d4a5e4f-7c74-4b4c-b8e5-33bb831e3057","Will Mallory","Colts","86","TE","83.9","1","7","0","1","1","16","16.0","0","1","0","0","0","1","1","1","0","0.0","2.29"
"","77892","57789","306403","dad0d560-0c9e-11ef-b2f4-ab1e3a869265","David Martin-Robinson","Titans","88","TE","77.8","4","30","12","5","4","30","7.5","1","3","0","0","0","4","2","1","17","4.3","1.00"
"","77917","56112","304755","733cc366-53e3-4703-a2fc-2aa860272cf3","Brayden Willis","49ers","82","TE","53.4","0","5","3","1","0","0","0.0","0","0","0","0","0","0","1","0","0","0.0","0.00"
"","77918","56529","317571","cef32a80-e761-11ed-ac46-e3b4ebd723e5","Ben Sims","Vikings","89","TE","67.9","5","35","7","5","3","30","10.0","0","2","0","0","0","3","2","1","4","1.3","0.86"
"","82647","55966","305258","3763a2ec-ee98-4cf4-9aa7-ee626057c56f","Cameron Latu","Eagles","36","TE","47.3","2","19","4","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.00"
"","83589","57827","351066","8344b150-0667-11ef-8407-311b2612bbe3","Colson Yankoff","Commanders","80","TE","49.3","6","48","9","2","2","18","9.0","0","2","0","0","0","2","0","0","4","2.0","0.38"
"","83955","54604","304903","f9279edb-cfa7-4f7d-91df-b81cbf3e133e","Isaiah Likely","Ravens","80","TE","57","26","254","76","36","27","307","11.4","1","11","1","2","1","30","5","2","122","4.5","1.21"
