"","down","ydstogo","yardline_100","touchdown"
"1216",4,2,90,0
"1217",1,10,58,0
"1218",2,10,58,0
"1219",3,9,57,0
"1220",4,9,57,0
"1221",1,10,79,0
"1222",1,10,56,0
"1223",2,10,56,0
"1224",1,10,45,0
"1225",1,10,32,0
"1226",1,10,15,0
"1227",1,20,25,0
"1228",NA,0,NA,NA
"1229",1,30,35,0
"1230",2,25,30,0
"1231",3,25,30,0
"1232",4,16,21,0
"1233",NA,0,35,0
"1234",1,10,66,0
"1235",2,4,60,0
"1236",3,4,60,0
"1237",4,1,57,0
"1238",1,10,51,0
"1239",2,4,45,0
"1240",1,10,41,0
"1241",2,6,37,0
"1242",3,1,32,0
"1243",NA,0,NA,0
"1244",4,1,32,0
"1245",1,10,26,0
"1246",1,20,36,0
"1247",2,4,20,0
"1248",1,10,10,0
"1249",2,10,10,0
"1250",3,9,9,0
"1251",4,17,17,0
"1252",NA,0,35,0
"1253",1,10,65,0
"1254",2,7,62,0
"1255",3,7,62,0
"1256",1,10,53,0
"1257",2,11,54,0
"1258",1,10,31,0
"1259",2,10,31,0
"1260",NA,0,NA,0
"1261",3,6,27,0
"1262",NA,0,NA,0
"1263",1,10,20,0
"1264",2,11,21,0
"1265",2,16,26,0
"1266",3,16,26,0
"1267",4,8,18,0
"1268",NA,0,35,0
"1269",1,10,71,0
"1270",1,10,33,0
"1271",2,10,33,0
"1272",3,10,33,0
"1273",3,15,38,0
"1274",3,20,43,0
"1275",4,17,40,0
"1276",NA,0,NA,NA
"1277",NA,0,35,0
"1278",1,10,72,0
"1279",2,9,71,0
"1280",3,9,71,0
"1281",4,9,71,0
"1282",1,10,80,0
"1283",1,10,69,0
"1284",1,20,79,0
"1285",2,6,65,0
"1286",3,2,61,0
"1287",1,10,48,0
"1288",2,3,41,0
"1289",2,8,46,0
"1290",3,8,46,0
"1291",1,10,31,0
"1292",2,8,29,0
"1293",3,1,22,0
"1294",1,10,11,1
"1295",NA,0,15,0
"1296",NA,0,35,0
"1297",1,10,74,0
"1298",2,7,71,0
"1299",3,15,79,0
"1300",4,1,65,0
"1301",1,10,61,0
"1302",1,15,66,0
"1303",2,8,59,0
"1304",1,10,44,0
"1305",1,10,28,0
"1306",2,5,23,0
"1307",1,10,18,0
"1308",2,3,11,0
"1309",3,3,11,1
"1310",NA,0,15,0
"1311",NA,0,35,0
"1312",1,10,65,0
"1313",NA,0,NA,NA
"1314",2,5,60,0
"1315",3,5,60,0
"1316",1,10,48,0
"1317",2,8,46,0
"1318",3,4,42,0
"1319",1,10,37,1
"1320",NA,0,2,0
"1321",NA,0,35,0
"1322",1,10,74,0
"1323",2,3,67,0
"1324",1,10,63,0
"1325",2,11,64,0
"1326",3,7,60,0
"1327",1,10,51,0
"1328",2,4,45,0
"1329",1,10,34,0
"1330",2,1,25,0
"1331",3,1,25,0
"1332",1,10,23,1
"1333",NA,0,7,0
"1334",NA,0,35,0
"1335",1,10,72,0
"1336",2,11,73,0
"1337",1,10,61,0
"1338",2,6,57,0
"1339",3,7,58,0
"1340",4,7,58,0
"1341",1,9,9,0
"1342",2,9,9,0
"1343",3,9,9,0
"1344",4,9,9,0
"1345",NA,0,35,0
"1346",1,10,80,0
"1347",NA,0,NA,0
"1348",1,10,62,0
"1349",NA,0,NA,0
"1350",2,9,61,0
"1351",NA,0,NA,0
"1352",3,14,66,0
"1353",1,10,47,0
"1354",2,11,48,0
"1355",3,13,50,0
"1356",NA,0,NA,NA
"1357",NA,0,NA,NA
"1358",NA,0,35,0
"1359",1,10,66,0
"1360",1,10,43,0
"1361",2,1,34,0
"1362",1,10,25,0
"1363",2,6,21,0
"1364",3,6,21,0
"1365",3,11,26,1
"1366",NA,0,15,0
"1367",NA,0,35,0
"1368",1,10,53,0
"1369",2,9,52,0
"1370",3,8,51,0
"1371",4,8,51,0
"1372",1,10,95,0
"1373",2,1,86,0
"1374",3,1,86,0
"1375",1,10,82,0
"1376",2,15,87,0
"1377",1,10,63,0
"1378",2,10,63,0
"1379",3,10,63,0
"1380",1,10,40,0
"1381",2,10,40,0
"1382",1,10,82,0
"1383",1,5,77,0
"1384",2,2,74,0
"1385",1,10,72,0
"1386",2,11,73,0
"1387",1,10,46,0
"1388",2,10,46,0
"1389",3,10,46,0
"1390",1,10,22,0
"1391",2,3,15,0
"1392",1,5,5,0
"1393",2,2,2,0
"1394",3,2,2,1
"1395",NA,0,15,0
"1396",NA,0,35,0
"1397",1,10,69,0
"1398",2,7,66,0
"1399",NA,0,NA,NA
"1400",3,8,67,0
"1401",4,13,72,0
"1402",1,10,74,0
"1403",1,20,84,0
"1404",2,15,79,0
"1405",3,1,65,0
"1406",1,10,51,0
"1407",2,7,48,0
"1408",1,10,29,0
"1409",2,10,29,0
"1410",1,10,15,0
"1411",2,12,17,0
"1412",3,12,17,0
"1413",3,17,22,0
"1414",4,17,22,0
"1415",1,10,70,0
"1416",2,10,70,0
"1417",3,6,66,0
"1418",4,6,66,0
"1419",1,10,73,0
"1420",1,20,83,0
"1421",2,15,78,0
"1422",1,10,56,0
"1423",2,4,50,0
"1424",3,1,47,0
"1425",NA,0,NA,0
"1426",4,1,47,0
"1427",1,10,25,0
"1428",2,14,29,0
"1429",3,9,24,0
"1430",4,2,17,0
"1431",NA,0,35,0
"1432",1,10,64,0
"1433",2,10,64,0
"1434",NA,0,NA,0
"1435",3,20,74,0
"1436",4,31,85,0
"1437",1,10,74,0
"1438",2,6,70,0
"1439",3,1,65,0
"1440",NA,0,NA,0
"1441",4,1,65,0
"1442",1,10,74,0
"1443",NA,0,NA,0
"1444",2,5,69,0
"1445",NA,0,NA,0
"1446",1,10,62,0
"1447",NA,0,NA,0
"1448",1,10,51,0
"1449",1,10,40,0
"1450",2,10,40,0
"1451",NA,0,NA,NA
"1452",NA,0,35,0
"1453",1,10,88,0
"1454",2,4,82,0
"1455",1,10,72,0
"1456",2,3,65,0
"1457",1,10,55,0
"1458",2,7,52,0
"1459",1,10,71,0
"1460",1,10,48,0
"1461",1,10,14,0
"1462",2,6,10,0
"1463",1,3,3,1
"1464",NA,0,15,0
"1465",NA,0,35,0
"1466",1,10,60,0
"1467",2,10,60,0
"1468",3,11,61,0
"1469",4,11,61,0
"1470",1,10,80,0
"1471",1,10,50,0
"1472",2,11,51,0
"1473",3,20,60,0
"1474",4,20,60,0
"1475",1,10,75,0
"1476",2,6,71,0
"1477",3,5,70,0
"1478",4,7,72,0
"1479",1,10,84,0
"1480",1,10,73,0
"1481",1,10,35,0
"1482",2,12,37,0
"1483",2,22,47,0
"1484",3,19,44,0
"1485",4,7,32,0
"1486",NA,0,35,0
"1487",1,10,69,0
"1488",1,15,74,0
"1489",2,5,64,0
"1490",3,5,64,0
"1491",NA,0,NA,NA
"1492",1,10,55,0
"1493",2,7,52,0
"1494",3,7,52,0
"1495",4,5,50,0
"1496",1,10,88,0
"1497",2,2,80,0
"1498",3,1,79,0
"1499",1,10,75,0
"1500",1,10,47,0
"1501",2,10,47,0
"1502",3,5,42,0
"1503",4,1,38,0
"1504",1,10,30,0
"1505",2,4,24,0
"1506",3,1,21,0
"1507",4,2,22,0
"1508",NA,0,35,0
"1509",1,10,72,0
"1510",2,10,72,0
"1511",1,10,56,0
"1512",2,18,64,0
"1513",3,18,64,0
"1514",4,5,51,0
"1515",4,10,56,0
"1516",1,10,65,0
"1517",1,15,70,0
"1518",2,16,71,0
"1519",3,20,75,0
"1520",NA,0,NA,0
"1521",1,10,39,0
"1522",2,10,39,0
"1523",3,11,40,0
"1524",NA,0,NA,0
"1525",4,10,39,0
"1526",1,10,80,0
"1527",1,10,61,0
"1528",2,2,53,0
"1529",NA,0,NA,0
"1530",3,2,53,0
"1531",4,2,53,0
"1532",1,10,50,0
"1533",1,10,38,0
"1534",1,10,26,0
"1535",2,10,26,0
"1536",3,10,26,0
"1537",NA,0,NA,0
"1538",NA,0,35,0
"1539",1,10,52,0
"1540",NA,0,NA,NA
"1541",NA,0,NA,NA
"1542",NA,0,35,0
"1543",1,10,68,0
"1544",1,10,54,0
"1545",2,10,54,0
"1546",3,2,46,0
"1547",1,10,32,0
"1548",1,10,11,0
"1549",2,8,9,0
"1550",3,8,9,0
"1551",4,5,6,0
"1552",NA,0,35,0
"1553",1,10,55,0
"1554",2,1,46,0
"1555",1,10,42,0
"1556",2,12,44,0
"1557",3,8,40,0
"1558",1,10,84,0
"1559",2,4,78,0
"1560",3,3,77,0
"1561",1,10,71,0
"1562",2,7,68,0
"1563",3,1,62,0
"1564",1,10,59,0
"1565",1,10,46,0
"1566",2,9,45,0
"1567",1,10,29,0
"1568",2,5,24,0
"1569",3,1,20,0
"1570",1,10,17,0
"1571",NA,0,NA,NA
"1572",2,20,27,1
"1573",NA,0,15,0
"1574",NA,0,35,0
"1575",1,10,62,0
"1576",2,4,56,0
"1577",1,10,42,0
"1578",1,10,24,0
"1579",1,4,4,0
"1580",2,2,2,0
"1581",3,1,1,1
"1582",NA,0,15,0
"1583",NA,0,35,0
"1584",1,10,76,0
"1585",2,10,76,0
"1586",1,10,65,0
"1587",2,10,65,0
"1588",3,9,64,0
"1589",1,10,50,0
"1590",NA,0,NA,0
"1591",2,17,57,0
"1592",3,8,48,0
"1593",4,14,54,0
"1594",1,10,88,0
"1595",2,5,83,0
"1596",1,10,77,0
"1597",2,10,77,0
"1598",3,5,72,0
"1599",4,2,69,0
"1600",1,10,64,0
"1601",2,10,64,0
"1602",3,10,64,0
"1603",1,10,50,0
"1604",2,9,49,0
"1605",NA,0,50,0
"1606",3,10,50,0
"1607",NA,0,NA,0
"1608",4,2,42,0
"1609",1,10,36,0
"1610",1,10,21,0
"1611",2,7,18,0
"1612",NA,0,NA,0
"1613",3,2,13,0
"1614",NA,0,NA,0
"1615",4,5,16,0
"1616",NA,0,NA,NA
"1617",NA,0,35,0
"1618",1,10,68,0
"1619",2,4,62,0
"1620",3,1,59,0
"1621",1,10,56,0
"1622",2,9,55,0
"1623",3,3,49,0
"1624",1,10,58,0
"1625",1,10,22,0
"1626",2,5,17,0
"1627",1,10,11,0
"1628",2,3,4,0
"1629",2,13,14,0
"1630",3,9,10,0
"1631",4,9,10,0
"1632",NA,0,35,0
"1633",1,10,75,0
"1634",1,10,54,0
"1635",2,6,50,0
"1636",1,10,35,0
"1637",2,6,31,0
"1638",3,6,31,0
"1639",4,6,31,0
"1640",1,10,69,0
"1641",1,10,54,0
"1642",2,4,48,0
"1643",3,2,46,0
"1644",4,2,46,0
"1645",1,10,40,0
"1646",1,20,50,0
"1647",1,30,60,0
"1648",1,10,44,0
"1649",NA,0,NA,NA
"1650",2,4,38,0
"1651",1,10,26,0
"1652",2,13,29,0
"1653",3,3,19,0
"1654",4,1,17,0
"1655",1,10,16,0
"1656",1,1,1,0
"1657",2,1,1,1
"1658",NA,0,15,0
"1659",NA,0,35,0
"1660",1,10,65,0
"1661",2,1,56,0
"1662",1,10,40,0
"1663",2,3,33,0
"1664",3,3,33,0
"1665",1,7,7,0
"1666",2,6,6,0
"1667",3,6,6,0
"1668",4,6,6,0
"1669",4,11,11,1
"1670",NA,0,NA,0
"1671",NA,0,2,0
"1672",NA,0,35,0
"1673",1,10,51,0
"1674",2,5,46,0
"1675",3,4,45,0
"1676",1,10,30,0
"1677",2,10,30,0
"1678",NA,0,NA,0
"1679",3,10,30,0
"1680",NA,0,NA,0
"1681",4,10,30,0
"1682",NA,0,35,0
"1683",1,10,66,0
"1684",2,4,60,0
"1685",3,4,60,0
"1686",1,10,51,0
"1687",2,10,51,0
"1688",3,10,51,0
"1689",1,10,40,0
"1690",2,7,37,0
"1691",1,10,30,0
"1692",NA,0,NA,NA
"1693",NA,0,NA,NA
"1694",NA,0,35,0
"1695",1,10,75,0
"1696",2,7,72,0
"1697",3,2,67,0
"1698",4,3,68,0
"1699",1,10,61,0
"1700",2,7,58,0
"1701",1,10,50,0
"1702",2,6,46,0
"1703",1,10,35,0
"1704",2,5,30,0
"1705",NA,0,NA,0
"1706",3,5,30,0
"1707",1,10,13,0
"1708",NA,0,NA,0
"1709",2,3,6,0
"1710",3,6,9,1
"1711",NA,0,15,0
"1712",NA,0,35,0
"1713",1,10,76,0
"1714",2,6,72,0
"1715",3,4,70,0
"1716",4,6,72,0
"1717",1,10,75,0
"1718",2,9,74,0
"1719",1,10,62,0
"1720",2,5,57,0
"1721",2,10,62,0
"1722",3,2,54,0
"1723",4,6,58,0
"1724",1,10,81,0
"1725",2,4,75,0
"1726",NA,0,NA,NA
"1727",1,10,69,0
"1728",1,10,27,0
"1729",1,10,16,0
"1730",2,5,11,0
"1731",3,8,14,0
"1732",4,8,14,0
"1733",NA,0,35,0
"1734",1,10,61,0
"1735",1,10,31,0
"1736",2,9,30,0
"1737",2,14,35,0
"1738",3,5,26,0
"1739",3,10,31,0
"1740",NA,0,NA,0
"1741",4,3,24,0
"1742",1,10,75,0
"1743",2,9,74,0
"1744",3,5,70,0
"1745",4,1,66,0
"1746",1,10,65,0
"1747",2,10,65,0
"1748",3,10,65,0
"1749",4,8,63,0
"1750",1,10,76,0
"1751",1,20,86,0
"1752",2,20,86,0
"1753",3,20,86,0
"1754",3,25,91,0
"1755",4,18,84,0
"1756",1,10,59,0
"1757",2,6,55,0
"1758",2,11,60,0
"1759",1,10,44,0
"1760",2,7,41,0
"1761",3,5,39,0
"1762",1,10,32,0
"1763",2,7,29,0
"1764",3,5,27,0
"1765",NA,0,NA,0
"1766",4,2,24,0
"1767",NA,0,35,0
"1768",1,10,69,0
"1769",NA,0,NA,0
"1770",1,10,41,0
"1771",NA,0,35,0
"1772",NA,0,NA,NA
"1773",NA,0,35,0
"1774",1,10,78,0
"1775",2,10,78,0
"1776",3,10,78,0
"1777",4,10,78,0
"1778",1,10,49,0
"1779",1,10,34,0
"1780",2,10,34,0
"1781",3,8,32,1
"1782",NA,0,15,0
"1783",NA,0,35,0
"1784",1,10,72,0
"1785",2,7,69,0
"1786",3,13,75,0
"1787",3,18,80,0
"1788",4,20,82,0
"1789",1,10,80,0
"1790",2,10,80,0
"1791",1,10,58,0
"1792",2,13,61,0
"1793",3,13,61,0
"1794",4,9,57,0
"1795",1,10,77,0
"1796",2,8,75,0
"1797",3,2,69,0
"1798",4,2,69,0
"1799",1,10,76,0
"1800",2,1,67,0
"1801",1,10,65,0
"1802",2,6,61,0
"1803",1,10,48,0
"1804",2,9,47,0
"1805",1,10,34,0
"1806",1,5,29,0
"1807",1,10,24,0
"1808",1,20,34,0
"1809",2,20,34,0
"1810",3,30,44,0
"1811",NA,0,NA,NA
"1812",4,18,32,0
"1813",1,10,60,0
"1814",2,3,53,0
"1815",1,10,35,0
"1816",1,10,18,0
"1817",2,5,13,0
"1818",3,5,13,1
"1819",NA,0,2,0
"1820",NA,0,1,0
"1821",NA,0,35,0
"1822",1,10,75,0
"1823",2,18,83,0
"1824",3,19,84,0
"1825",4,19,84,0
"1826",1,10,50,0
"1827",2,1,41,0
"1828",3,1,41,0
"1829",1,10,27,1
"1830",NA,0,2,0
"1831",NA,0,35,0
"1832",1,10,65,0
"1833",2,10,65,0
"1834",1,10,53,0
"1835",2,14,57,0
"1836",3,14,57,0
"1837",4,14,57,0
"1838",1,10,68,0
"1839",1,10,49,0
"1840",2,10,49,0
"1841",3,1,40,0
"1842",1,10,38,0
"1843",2,6,34,0
"1844",1,10,23,0
"1845",2,11,24,0
"1846",NA,0,NA,0
"1847",3,1,14,1
"1848",NA,0,15,0
"1849",NA,0,35,0
"1850",1,10,65,0
"1851",1,10,34,0
"1852",2,10,34,0
"1853",3,10,34,0
"1854",1,10,29,0
"1855",1,10,14,0
"1856",1,1,1,1
"1857",NA,0,15,0
"1858",NA,0,35,0
"1859",1,10,74,0
"1860",NA,0,NA,0
"1861",2,7,71,0
"1862",NA,0,NA,0
"1863",3,6,70,0
"1864",NA,0,NA,0
"1865",4,5,69,0
"1866",1,10,80,0
"1867",1,15,85,0
"1868",NA,0,NA,NA
"1869",NA,0,NA,NA
"1870",NA,0,35,0
"1871",1,10,80,0
"1872",2,6,76,0
"1873",3,1,71,0
"1874",1,10,64,0
"1875",2,5,59,0
"1876",3,5,59,0
"1877",3,10,64,0
"1878",4,10,64,0
"1879",1,10,77,0
"1880",2,11,78,0
"1881",3,11,78,0
"1882",4,7,74,0
"1883",1,10,89,0
"1884",2,4,83,0
"1885",1,10,49,0
"1886",2,2,41,0
"1887",1,10,23,0
"1888",2,2,15,0
"1889",1,10,11,0
"1890",2,6,7,1
"1891",NA,0,15,0
"1892",NA,0,35,0
"1893",1,10,78,0
"1894",2,10,78,0
"1895",3,4,72,0
"1896",1,10,67,0
"1897",2,4,61,0
"1898",1,10,54,0
"1899",1,10,29,0
"1900",2,4,23,0
"1901",3,6,25,0
"1902",1,8,8,0
"1903",NA,0,NA,0
"1904",2,10,10,0
"1905",3,10,10,0
"1906",NA,0,NA,NA
"1907",4,2,2,0
"1908",1,1,1,0
"1909",2,1,1,0
"1910",3,2,2,0
"1911",4,2,2,0
"1912",NA,0,35,0
"1913",1,10,70,0
"1914",2,9,69,0
"1915",3,9,69,0
"1916",4,9,69,0
"1917",1,10,85,0
"1918",2,9,84,0
"1919",3,1,76,0
"1920",4,1,76,0
"1921",1,10,58,0
"1922",1,10,47,0
"1923",2,16,53,0
"1924",1,10,37,0
"1925",1,10,32,0
"1926",1,15,37,0
"1927",2,19,41,0
"1928",3,6,28,0
"1929",1,10,12,0
"1930",2,4,6,1
"1931",NA,0,15,0
"1932",NA,0,35,0
"1933",1,10,79,0
"1934",2,10,79,0
"1935",3,5,74,0
"1936",NA,0,NA,0
"1937",3,1,70,0
"1938",1,10,68,0
"1939",2,7,65,0
"1940",3,7,65,0
"1941",3,12,70,0
"1942",4,21,79,0
"1943",1,10,59,0
"1944",2,10,59,0
"1945",1,10,48,0
"1946",2,21,59,0
"1947",NA,0,50,0
"1948",3,12,50,0
"1949",1,10,29,0
"1950",2,6,25,0
"1951",NA,0,NA,0
"1952",1,10,13,0
"1953",NA,0,NA,0
"1954",2,10,13,0
"1955",3,1,4,0
"1956",NA,0,NA,NA
"1957",NA,0,35,0
"1958",1,10,80,0
"1959",1,10,69,0
"1960",2,4,63,0
"1961",3,4,63,0
"1962",4,6,65,0
"1963",1,10,80,0
"1964",2,1,71,0
"1965",1,10,59,0
"1966",2,9,58,0
"1967",2,19,68,0
"1968",NA,0,NA,0
"1969",3,11,60,0
"1970",4,11,60,0
"1971",1,10,71,0
"1972",2,10,71,0
"1973",3,10,71,0
"1974",4,10,71,0
"1975",1,10,75,0
"1976",1,10,61,0
"1977",2,5,56,0
"1978",3,5,56,0
"1979",4,5,56,0
"1980",1,10,80,0
"1981",2,10,80,0
"1982",3,12,82,0
"1983",4,1,71,0
"1984",1,10,69,0
"1985",2,4,63,0
"1986",1,10,59,0
"1987",2,10,59,0
"1988",1,10,38,0
"1989",1,10,33,0
"1990",1,20,43,0
"1991",2,20,43,0
"1992",3,14,37,0
"1993",4,14,37,0
"1994",NA,0,35,0
"1995",1,10,61,0
"1996",2,14,65,0
"1997",1,10,60,0
"1998",2,6,56,0
"1999",NA,0,NA,NA
"2000",3,1,51,0
"2001",4,1,51,0
"2002",1,10,88,0
"2003",1,10,72,0
"2004",1,10,57,0
"2005",2,10,57,0
"2006",3,4,51,0
"2007",4,4,51,0
"2008",1,10,80,0
"2009",1,10,66,0
"2010",2,8,64,0
"2011",1,10,53,0
"2012",2,7,50,0
"2013",2,17,60,0
"2014",3,5,48,0
"2015",NA,0,NA,0
"2016",1,10,29,0
"2017",2,10,29,0
"2018",2,15,34,0
"2019",1,10,19,1
"2020",NA,0,15,0
"2021",NA,0,35,0
"2022",1,10,65,0
"2023",2,3,58,0
"2024",3,1,56,0
"2025",3,6,61,0
"2026",1,10,41,0
"2027",2,7,38,0
"2028",3,7,38,0
"2029",4,2,33,0
"2030",1,10,18,0
"2031",2,9,17,0
"2032",1,3,3,0
"2033",2,3,3,0
"2034",3,3,3,0
"2035",4,3,3,0
"2036",1,10,97,0
"2037",NA,0,NA,0
"2038",2,8,95,0
"2039",1,10,53,0
"2040",NA,0,NA,0
"2041",1,10,40,0
"2042",NA,0,NA,0
"2043",2,8,38,0
"2044",1,10,30,0
"2045",2,11,31,0
"2046",3,12,32,0
"2047",NA,0,NA,NA
"2048",NA,0,NA,NA
"2049",NA,0,35,0
"2050",1,10,65,0
"2051",1,10,47,0
"2052",2,3,40,0
"2053",3,1,38,0
"2054",1,10,33,0
"2055",2,2,25,0
"2056",1,10,19,0
"2057",2,9,18,0
"2058",3,11,20,0
"2059",4,8,17,0
"2060",NA,0,35,0
"2061",1,10,71,0
"2062",2,14,75,0
"2063",3,10,71,0
"2064",1,10,60,0
"2065",2,10,60,0
"2066",3,10,60,0
"2067",1,10,37,0
"2068",2,4,31,0
"2069",1,10,25,0
"2070",2,7,22,1
"2071",NA,0,15,0
"2072",NA,0,35,0
"2073",1,10,55,0
"2074",2,8,53,0
"2075",1,10,45,0
"2076",2,7,42,0
"2077",3,2,37,0
"2078",1,10,33,1
"2079",NA,0,15,0
"2080",NA,0,1,0
"2081",NA,0,35,0
"2082",1,10,72,0
"2083",NA,0,NA,NA
"2084",1,10,41,0
"2085",2,10,41,0
"2086",3,11,42,0
"2087",4,6,37,0
"2088",NA,0,35,0
"2089",1,10,68,0
"2090",2,4,62,0
"2091",3,4,62,0
"2092",1,10,58,0
"2093",1,10,25,0
"2094",2,8,23,0
"2095",1,8,8,1
"2096",NA,0,15,0
"2097",NA,0,35,0
"2098",1,10,72,0
"2099",2,8,70,0
"2100",3,4,66,0
"2101",4,8,70,0
"2102",1,10,74,0
"2103",1,10,63,0
"2104",2,7,60,0
"2105",3,9,62,0
"2106",1,10,38,0
"2107",1,15,43,0
"2108",2,9,37,0
"2109",3,1,29,0
"2110",NA,0,NA,0
"2111",4,5,33,0
"2112",NA,0,35,0
"2113",1,10,65,0
"2114",2,10,65,0
"2115",1,10,35,0
"2116",2,3,28,0
"2117",3,2,27,0
"2118",NA,0,NA,0
"2119",1,10,24,0
"2120",NA,0,NA,0
"2121",2,10,24,0
"2122",1,3,3,0
"2123",NA,0,NA,0
"2124",2,3,3,1
"2125",NA,0,15,0
"2126",NA,0,35,0
"2127",1,10,67,0
"2128",2,2,59,0
"2129",3,17,74,0
"2130",NA,0,NA,NA
"2131",NA,0,35,0
"2132",1,10,70,0
"2133",2,1,61,0
"2134",3,1,61,0
"2135",3,6,66,0
"2136",4,6,66,0
"2137",1,10,84,0
"2138",2,10,84,0
"2139",3,9,83,0
"2140",4,3,77,0
"2141",1,10,77,0
"2142",2,10,77,0
"2143",3,4,71,0
"2144",1,10,66,0
"2145",2,19,75,0
"2146",3,12,68,0
"2147",4,7,63,0
"2148",1,10,68,0
"2149",2,10,68,0
"2150",3,5,63,0
"2151",1,10,51,0
"2152",1,10,35,0
"2153",1,15,40,0
"2154",1,10,23,0
"2155",2,10,23,0
"2156",1,2,2,1
"2157",NA,0,15,0
"2158",NA,0,35,0
"2159",1,10,68,0
"2160",1,10,55,0
"2161",2,10,55,0
"2162",1,10,38,0
"2163",2,7,35,0
"2164",1,10,17,0
"2165",2,7,14,0
"2166",3,1,8,0
"2167",NA,0,NA,NA
"2168",1,5,5,1
"2169",NA,0,15,0
"2170",NA,0,35,0
"2171",1,10,22,0
"2172",2,6,18,1
"2173",NA,0,15,0
"2174",NA,0,35,0
"2175",1,10,67,0
"2176",1,10,55,0
"2177",2,14,59,0
"2178",3,1,46,0
"2179",1,10,43,0
"2180",1,10,23,0
"2181",2,6,19,0
"2182",3,1,14,0
"2183",NA,0,NA,0
"2184",1,5,5,0
"2185",2,4,4,0
"2186",3,10,10,0
"2187",NA,0,NA,0
"2188",4,1,1,1
"2189",NA,0,NA,0
"2190",NA,0,2,0
"2191",NA,0,35,0
"2192",1,10,63,0
"2193",2,15,68,0
"2194",3,15,68,0
"2195",4,24,77,0
"2196",1,10,79,0
"2197",2,5,74,0
"2198",3,3,72,0
"2199",4,5,74,0
"2200",1,10,81,0
"2201",1,10,71,0
"2202",1,10,52,0
"2203",1,10,41,0
"2204",2,9,40,0
"2205",NA,0,NA,0
"2206",3,11,42,0
"2207",4,11,42,0
"2208",NA,0,35,0
"2209",1,10,69,0
"2210",2,3,62,0
"2211",3,3,62,0
"2212",4,3,62,0
"2213",1,10,37,0
"2214",NA,0,NA,NA
"2215",NA,0,NA,NA
"2216",NA,0,35,0
"2217",1,10,65,0
"2218",1,10,47,0
"2219",2,6,43,0
"2220",3,5,42,0
"2221",4,5,42,0
"2222",4,10,47,0
"2223",1,10,95,0
"2224",2,7,92,0
"2225",3,4,89,0
"2226",1,10,81,0
"2227",2,6,77,0
"2228",3,8,79,0
"2229",1,10,53,0
"2230",1,10,40,0
"2231",2,10,40,0
"2232",3,9,39,0
"2233",1,10,24,0
"2234",2,7,21,0
"2235",1,10,10,0
"2236",1,15,15,0
"2237",2,14,14,0
"2238",3,5,5,1
"2239",NA,0,15,0
"2240",NA,0,35,0
"2241",1,10,69,0
"2242",2,4,63,0
"2243",1,10,43,0
"2244",1,10,22,0
"2245",2,5,17,0
"2246",3,1,13,0
"2247",1,10,11,0
"2248",NA,0,NA,NA
"2249",2,6,7,0
"2250",3,2,3,0
"2251",4,3,4,0
"2252",1,1,1,1
"2253",NA,0,15,0
"2254",NA,0,35,0
"2255",1,10,65,0
"2256",2,6,61,0
"2257",3,5,60,0
"2258",4,5,60,0
"2259",1,10,65,0
"2260",2,11,66,0
"2261",3,11,66,0
"2262",4,11,66,0
"2263",1,10,86,0
"2264",2,4,80,0
"2265",1,10,71,0
"2266",2,22,83,0
"2267",NA,0,NA,0
"2268",3,16,77,0
"2269",4,7,68,0
"2270",1,10,86,0
"2271",2,5,81,0
"2272",3,8,84,0
"2273",4,11,87,0
"2274",1,10,66,0
"2275",1,10,55,0
"2276",2,4,49,0
"2277",3,7,52,0
"2278",1,10,41,0
"2279",1,10,16,0
"2280",2,8,14,0
"2281",3,1,7,0
"2282",1,6,6,0
"2283",NA,0,NA,0
"2284",2,8,8,0
"2285",3,8,8,0
"2286",4,8,8,0
"2287",1,10,80,0
"2288",2,4,74,0
"2289",NA,0,NA,0
"2290",1,10,52,0
"2291",2,10,52,0
"2292",NA,0,NA,0
"2293",3,1,43,0
"2294",1,10,39,0
"2295",NA,0,NA,0
"2296",2,10,39,0
"2297",3,1,30,0
"2298",NA,0,35,0
"2299",1,10,65,0
"2300",NA,0,NA,NA
"2301",NA,0,35,0
"2302",1,10,75,0
"2303",1,10,50,0
"2304",2,6,46,0
"2305",3,1,41,0
"2306",1,10,39,0
"2307",1,10,71,0
"2308",2,3,64,0
"2309",3,3,64,0
"2310",4,3,64,0
"2311",1,10,75,0
"2312",2,1,66,0
"2313",1,10,62,0
"2314",2,4,56,0
"2315",1,10,49,0
"2316",2,2,41,0
"2317",1,10,38,0
"2318",2,1,29,0
"2319",3,2,30,0
"2320",4,2,30,0
"2321",1,10,26,0
"2322",2,9,25,NA
"2323",2,9,25,0
"2324",3,2,18,0
"2325",4,2,18,0
"2326",1,10,69,0
"2327",2,4,63,0
"2328",3,4,63,0
"2329",1,10,47,0
"2330",NA,0,NA,NA
"2331",2,8,45,0
"2332",1,10,66,0
"2333",1,10,61,0
"2334",1,10,48,0
"2335",2,8,46,0
"2336",1,10,22,0
"2337",2,1,13,0
"2338",3,2,14,0
"2339",4,2,14,0
"2340",1,8,8,0
"2341",2,9,9,0
"2342",3,9,9,0
"2343",3,14,14,0
"2344",4,14,14,0
"2345",NA,0,35,0
"2346",1,10,63,0
"2347",2,18,71,0
"2348",3,18,71,0
"2349",4,16,69,0
"2350",1,10,70,0
"2351",2,3,63,0
"2352",2,13,73,0
"2353",1,10,53,0
"2354",2,2,45,0
