"Rank","Player Id","Player GSIS","Player College GSIS","Player Sportradar Id","Name","Team","#","POS","REC GRD","KEY","REC SNP","VS PRS","TGT","REC","REC YDS","YPR","REC TD","REC 1D","DP","FUM","FUML","CBL","CTT","CTC","YAC","YAC/REC","ADOT"
"","73774","57130","351409","f64694e0-0381-11ef-973d-5176a0ecbee4","Rome Odunze","Bears","15","WR","71","84","519","199","107","50","765","15.3","6","41","5","1","0","58","22","7","219","4.4","14.9"
"","75860","57687","326048","dcb90680-0731-11ef-9d4c-f327158ee94e","Frank Crum","Broncos","73","T","90.1","1","1","0","1","1","7","7.0","1","1","0","0","0","1","0","0","6","6.0","1.0"
"","75916","54520","300413","734d54cc-c869-4e2f-a60f-c59c493f5110","Trey McBride","Cardinals","85","TE","84.8","126","737","250","170","129","1279","9.9","11","63","2","0","0","133","38","22","592","4.6","7.2"
"","77487","57374","326448","79fae1a5-11ce-4756-9fe3-c642b6a6337b","KT Leveston","Browns","72","T","59.9","0","1","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0"
"","77672","54727","311703","d5aef708-ad61-4ab8-a637-62ff96e92040","Brock Purdy","49ers","13","QB","57.7","0","1","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0"
"","77714","57731","314542","2ef88b80-07cf-11ef-96cf-876a6c13e638","British Brooks","Texans","44","FB","58.1","0","2","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0"
"","77737","53579","305125","e2a5882a-dcc1-4800-889f-3b957b21834f","Kenneth Gainwell","Steelers","14","HB","70.5","62","376","38","93","80","525","6.6","3","23","3","1","1","84","5","4","580","7.3","-0.2"
"","77745","53960","305989","82996e3b-b72d-41ca-8eb1-91e462ceff85","Jaret Patterson","Chargers","32","HB","56.8","4","50","1","4","3","8","2.7","0","1","0","0","0","3","0","0","10","3.3","-0.8"
"","77763","56395","301103","44b4cbf0-e8fe-11ed-bc6e-a5c4d3ccbdd1","Emari Demercado","Cardinals","31","HB","54","19","122","2","19","13","101","7.8","1","3","2","0","0","15","2","1","85","6.5","1.4"
"","77787","56028","305573","d74ff06d-905d-4fed-8f98-b5f6d4549333","Chase Brown","Bengals","30","HB","71.9","66","420","29","90","71","451","6.3","5","18","4","1","0","79","8","5","464","6.5","0.5"
"","77803","53464","304549","889dcdc5-3d88-45df-9677-5ad7ff87c011","Javonte Williams","Cowboys","33","HB","45.7","32","367","22","47","36","134","3.7","2","7","1","1","1","37","7","0","207","5.8","-1.2"
"","77881","56400","316838","9a8395a0-e900-11ed-9cad-a989770811a8","Blake Whiteheart","Browns","86","TE","38.8","4","102","36","5","2","4","2.0","0","0","0","1","0","2","2","0","1","0.5","7.4"
"","77885","54642","305843","f461da0c-f764-414c-9e0d-2f02e22a68d8","James Mitchell","Panthers","85","TE","74.2","4","16","5","4","3","28","9.3","0","2","0","0","0","3","1","0","22","7.3","2.5"
"","77888","56027","304372","5d4a5e4f-7c74-4b4c-b8e5-33bb831e3057","Will Mallory","Colts","86","TE","83.9","1","7","0","1","1","16","16.0","0","1","0","0","0","1","1","1","0","0.0","16.0"
"","77892","57789","306403","dad0d560-0c9e-11ef-b2f4-ab1e3a869265","David Martin-Robinson","Titans","88","TE","77.8","4","30","12","5","4","30","7.5","1","3","0","0","0","4","2","1","17","4.3","6.6"
"","77917","56112","304755","733cc366-53e3-4703-a2fc-2aa860272cf3","Brayden Willis","49ers","82","TE","53.4","0","5","3","1","0","0","0.0","0","0","0","0","0","0","1","0","0","0.0","2.0"
"","77918","56529","317571","cef32a80-e761-11ed-ac46-e3b4ebd723e5","Ben Sims","Vikings","89","TE","67.9","5","35","7","5","3","30","10.0","0","2","0","0","0","3","2","1","4","1.3","9.2"
"","77948","54542","306033","b1c31fc7-dd3f-4541-bbaa-df052c7563b0","Bernhard Raimann","Colts","79","T","60","0","1","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0"
"","77965","53486","305286","7dc49535-f9dd-44b0-94f2-08ac6470130b","Tutu Atwell","Rams","05","WR","57.3","15","169","55","18","6","192","32.0","1","4","0","0","0","7","7","1","65","10.8","19.8"
"","77986","53511","300612","0fb60ada-bdd3-4d74-8c98-058303a1649a","Dyami Brown","Jaguars","05","WR","58","31","219","81","39","20","227","11.3","1","13","5","0","0","27","8","4","36","1.8","14.5"
"","77997","56471","304349","7d80dd50-e9f5-11ed-9c34-3f26f2e7ed88","Jake Bobo","Seahawks","19","WR","63.6","6","58","23","5","4","53","13.3","1","3","0","0","0","4","1","1","15","3.8","8.4"
"","78038","54518","305713","a67ee8f8-e9de-4fb9-90b6-edca2f83f6d8","Alec Pierce","Colts","14","WR","81","82","506","246","94","50","1043","20.9","6","41","1","0","0","54","36","15","196","3.9","20.2"
"","78050","52474","305129","c0a8a5d0-583f-457a-9d96-70027d3f69e7","Antonio Gibson","Patriots","04","HB","51.9","3","19","3","3","2","6","3.0","0","0","0","0","0","3","1","0","16","8.0","-1.7"
"","78092","54515","305878","74cda487-2026-42e0-ae32-77f3502cfb11","Tyquan Thornton","Chiefs","80","WR","68.4","36","275","136","38","19","438","23.1","3","15","0","0","0","22","11","4","62","3.3","27.7"
"","78171","55915","300715","23a306bc-5f77-4574-a575-bd599f243185","Jayden Reed","Packers","11","WR","70.9","23","155","72","30","24","289","12.0","2","10","2","0","0","26","5","2","102","4.3","10.5"
"","78187","56665","305624","e34c6990-f35c-11ed-ac5f-715e78829103","Dylan Drummond","Falcons","81","WR","50.8","12","82","34","11","7","42","6.0","0","2","1","0","0","9","6","2","17","2.4","7.8"
"","78196","55990","305827","21bf2521-3382-4e62-8249-a083435595b3","Derius Davis","Chargers","12","WR","54","2","60","24","4","3","16","5.3","0","0","0","0","0","3","1","1","8","2.7","10.8"
"","78734","56544","307590","edb7de00-f1b8-11ed-9bf1-7fd77a26dc1f","Ryan Miller","Buccaneers","81","WR","59.7","5","33","16","4","2","34","17.0","1","1","0","0","0","2","1","1","0","0.0","17.8"
"","81707","54576","306187","0c0b4831-15c3-4724-bb26-928a9784a179","Max Mitchell","Jets","61","T","53.5","0","2","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0"
"","81719","56116","307876","b358687b-d7f8-4c9b-bdd7-fe5d3b431fc1","Spencer Anderson","Steelers","74","G","46.3","3","12","0","1","1","4","4.0","0","0","0","0","0","1","0","0","3","3.0","1.0"
"","82118","53440","304384","cf15be8f-9117-4531-a517-2b9c7cb3e9e1","Justin Fields","Jets","07","QB","55.2","0","2","0","1","0","0","0.0","0","0","0","0","0","0","1","0","0","0.0","7.0"
"","82482","56065","316848","9cedc261-40ff-4fe3-80e1-e128dcceede0","Scott Matlock","Chargers","44","FB","49.2","4","42","6","4","4","12","3.0","1","1","0","0","0","4","0","0","14","3.5","-0.5"
"","82647","55966","305258","3763a2ec-ee98-4cf4-9aa7-ee626057c56f","Cameron Latu","Eagles","36","TE","47.3","2","19","4","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0"
"","83537","58245","306357","94b8f9e1-3109-4429-8f71-4f79d7588237","Tyler Shough","Saints","06","QB","59","0","1","1","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0"
"","83589","57827","351066","8344b150-0667-11ef-8407-311b2612bbe3","Colson Yankoff","Commanders","80","TE","49.3","6","48","9","2","2","18","9.0","0","2","0","0","0","2","0","0","4","2.0","7.0"
"","83601","54621","305244","cdc61676-6592-43f9-a4a6-d29ce52ac8f4","Jerome Ford","Browns","34","HB","49.4","18","179","11","31","27","111","4.1","0","4","3","0","0","30","3","2","166","6.2","-1.7"
"","83639","54616","313970","f4529909-1a02-4f4b-a1f3-315cad100683","Tyler Allgeier","Falcons","25","HB","56.3","14","114","3","18","15","99","6.6","0","3","1","0","0","16","1","0","121","8.1","-0.2"
"","83644","56375","330896","35a0d440-f017-11ed-bedb-53f19b227cc3","Chris Brooks","Packers","30","HB","52.6","15","122","4","18","14","102","7.3","0","3","2","0","0","16","0","0","109","7.8","0.5"
"","83659","54572","304653","5d4ef6da-a6b5-4d9c-adc0-28dfdbe9315e","Dameon Pierce","Texans","31","HB","27.5","2","7","0","1","0","0","0.0","0","0","1","0","0","1","0","0","0","0.0","-5.0"
"","83665","54587","324973","440d7750-672e-4293-8eb0-89b241a498eb","Zamir White","Raiders","03","HB","58.4","1","35","2","6","4","24","6.0","0","0","0","0","0","4","0","0","28","7.0","-1.5"
"","83666","54528","304350","ce5de0e5-9f76-42ee-b93a-3ef88af9b0a7","James Cook","Bills","04","HB","59.2","35","311","20","47","38","320","8.4","2","12","3","0","0","42","1","0","305","8.0","1.4"
"","83689","56058","308003","ae5c4758-cb53-4f17-8763-b91381036af3","Chris Rodriguez Jr.","Commanders","36","HB","54.5","5","93","5","4","3","30","10.0","0","1","0","0","0","3","0","0","28","9.3","3.8"
"","83701","54596","304390","f3a50b5d-0197-4ae8-b5a5-bb54484b8941","Hassan Haskins","Chargers","28","HB","57.2","4","43","2","4","4","13","3.3","0","0","0","0","0","4","0","0","17","4.3","-1.0"
"","83714","54661","305881","e62678b9-9816-420f-bf86-398e7fea7063","Tyler Badie","Broncos","28","HB","48.6","21","160","6","32","22","163","7.4","0","9","4","0","0","27","0","0","229","10.4","-0.8"
"","83747","54716","300685","3a25c037-fa30-4740-b742-ec8e4f1a2a25","Isiah Pacheco","Chiefs","10","HB","35.6","19","256","16","27","20","116","5.8","1","4","4","0","0","24","1","0","132","6.6","-0.9"
"","83826","56328","308017","7910ad00-e6f7-11ed-88d6-7977d3a68019","Austin Ajiake","Colts","58","LB","56.8","0","1","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0"
"","83955","54604","304903","f9279edb-cfa7-4f7d-91df-b81cbf3e133e","Isaiah Likely","Ravens","80","TE","57","26","254","76","36","27","307","11.4","1","11","1","2","1","30","5","2","122","4.5","8.4"
"","83962","55127","304628","767b4820-cc9f-11ec-952e-a10f2c98fc4d","Lucas Krull","Broncos","85","TE","48.5","4","33","8","5","2","15","7.5","0","0","0","0","0","2","1","1","3","1.5","5.8"
"","83964","53433","304654","1f3deb24-9ff8-4769-8f42-825eff7742f6","Kyle Pitts","Falcons","08","TE","82","97","573","167","120","90","967","10.7","5","51","4","0","0","97","21","12","411","4.6","7.7"
"","83974","54678","304392","b221f4da-3c7c-4f51-b3f0-d2c68d5d9369","John FitzPatrick","Packers","86","TE","47.5","18","128","23","18","12","72","6.0","1","4","3","0","0","16","0","0","55","4.6","2.2"
"","84000","54608","305581","14e11f9b-58c8-437f-abc0-a4e4df9a7c47","Chigoziem Okonkwo","Titans","85","TE","67.1","61","452","98","80","59","576","9.8","2","24","3","0","0","64","8","6","346","5.9","5.1"
"","84005","55923","317187","143957a7-4649-4a19-b351-e606edc75ebd","Luke Schoonmaker","Cowboys","86","TE","58.6","17","143","41","24","15","135","9.0","0","7","1","0","0","16","6","2","85","5.7","6.8"
"","84006","57649","305386","efc8d800-072b-11ef-892f-5b772aae3c25","Brevyn Spann-Ford","Cowboys","89","TE","72.4","13","74","20","14","10","128","12.8","1","4","0","0","0","10","4","1","67","6.7","8.8"
"","84025","53512","327781","cbee2fd3-e5f2-4316-bffd-531f1873f032","Tommy Tremble","Panthers","82","TE","55","26","329","71","41","32","319","10.0","2","11","2","0","0","34","2","2","220","6.9","4.2"
"","84029","54566","305732","28f3732b-0910-4d09-9fd4-e43b821dc5bb","Jeremy Ruckert","Jets","89","TE","55","26","195","50","28","23","168","7.3","1","8","2","0","0","26","3","2","92","4.0","3.8"
"","84036","54635","304293","06cb6aff-c81e-4553-95ba-467187f408d4","Teagan Quitoriano","Falcons","85","TE","50.1","0","8","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0"
"","84037","56036","317625","c4a8b4c9-5db8-4187-852b-9557bef8724e","Payne Durham","Buccaneers","87","TE","41.1","8","79","14","3","1","11","11.0","0","1","1","0","0","2","0","0","10","10.0","5.7"
"","84041","54577","312957","42a1c03e-790e-46ba-b0d5-d304e44c02c7","Daniel Bellinger","Giants","82","TE","63","31","224","60","28","20","299","14.9","2","14","1","0","0","25","6","2","141","7.0","9.4"
"","84068","54545","317157","b9e4a022-d15c-4cef-9879-170277f17207","Greg Dulcich","Dolphins","85","TE","80.6","31","151","42","34","27","360","13.3","1","14","1","1","1","28","7","5","226","8.4","5.3"
"","84079","57454","324953","22926aa0-0725-11ef-bcfc-752f39cb55fa","Jack Westover","Patriots","37","FB","47","3","72","6","4","2","8","4.0","0","1","1","0","0","3","0","0","2","1.0","5.5"
"","84080","57366","328170","c62dcaf1-79e3-4e15-8fb0-e7cb30a18fe4","Devin Culp","Buccaneers","82","TE","57.4","1","29","7","1","1","6","6.0","1","1","0","0","0","1","0","0","0","0.0","12.0"
"","84085","53484","305270","04f0fefe-9d9d-44f5-94ea-6df2a42df3c6","Pat Freiermuth","Steelers","88","TE","68.5","56","382","130","60","43","509","11.8","4","22","2","0","0","46","9","5","263","6.1","8.1"
"","84088","53435","305280","0ff9a975-669d-4851-a95d-ab28d9fc29c4","Jaylen Waddle","Dolphins","17","WR","85.1","76","442","195","104","67","969","14.5","6","48","4","1","0","72","24","13","234","3.5","13.4"
"","84096","53190","304942","9281d541-8bcb-4785-a02e-76150910898e","Chris Blair","Falcons","19","WR","55.2","0","6","1","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0"
"","84136","56613","305727","4ee53be0-eacb-11ed-bff4-2305d99deffc","Shedrick Jackson","Raiders","04","WR","73.4","3","19","6","5","4","56","14.0","1","2","0","0","0","4","1","0","5","1.3","16.6"
"","84140","54613","300496","0ce9ddce-bdf6-469c-8a32-9cf0ed3714a4","Khalil Shakir","Bills","10","WR","74.3","94","516","171","118","95","880","9.3","4","34","5","1","1","101","18","7","688","7.2","3.3"
"","84150","56271","307946","52b850b0-ec3b-11ed-aeaf-cb0dc6206dc5","Nikko Remigio","Chiefs","81","WR","66.7","1","9","0","1","1","21","21.0","0","1","0","0","0","1","0","0","3","3.0","18.0"
"","84226","57287","308112","fc6c7973-79a9-4974-855e-bc13400fe641","Tyrone Tracy","Giants","29","HB","66","40","284","11","45","38","300","7.9","2","14","2","1","1","41","3","1","345","9.1","0.4"
"","84248","57791","312027","e88c3c70-06fa-11ef-92ba-0de371d8ef1a","Bryce Oliver","Titans","80","WR","52.9","0","22","7","1","1","8","8.0","0","0","0","0","0","1","0","0","2","2.0","6.0"
"","84270","53434","304437","fa99e984-d63b-4ef4-a164-407f68a7eeaf","Ja'Marr Chase","Bengals","01","WR","90.1","151","669","359","195","127","1435","11.3","8","73","6","1","1","141","39","18","654","5.2","9.0"
"","84288","56118","304377","ba06804a-b84c-408a-8ef6-5226d8424479","Ronnie Bell","Saints","85","WR","71.8","2","22","5","4","2","23","11.5","1","1","0","0","0","2","0","0","1","0.5","22.0"
"","84292","54656","304575","3f9e3634-54d7-46a4-bf26-67274500c907","Jalen Nailor","Vikings","01","WR","67.1","42","446","193","54","32","499","15.6","4","23","1","0","0","35","12","9","130","4.1","13.2"
"","84296","53456","300634","d9f8b92b-69d4-4d83-9bf2-106ee523efed","Rashod Bateman","Ravens","07","WR","54.6","25","335","160","36","20","226","11.3","2","12","3","0","0","23","5","2","42","2.1","12.5"
"","84302","53463","304436","b1935e20-6bd6-4863-8d7e-702ec403491f","Elijah Moore","Broncos","81","WR","60.4","18","116","51","18","10","116","11.6","0","4","1","0","0","14","6","2","57","5.7","8.2"
"","84329","54597","305561","5f559fde-3a5f-4df6-99a2-cd1a4b103c68","Romeo Doubs","Packers","87","WR","77.3","91","484","248","101","65","857","13.2","7","48","5","1","0","73","32","13","207","3.2","12.9"
"","84345","54911","306199","3173c5c0-cbb6-11ec-88c8-199e5defa0d2","Kevin Austin Jr.","Saints","81","WR","56.9","24","159","45","25","15","155","10.3","1","7","3","0","0","20","3","0","69","4.6","8.2"
"","84355","54476","305723","2375d572-a36c-4365-bb3f-87e156526e2f","Chris Olave","Saints","12","WR","79.7","115","624","228","162","104","1188","11.4","9","53","4","0","0","114","36","16","301","2.9","12.7"
"","84375","54481","308031","d4a7917d-f327-431b-9b87-83af341c3e21","Jahan Dotson","Eagles","02","WR","53","23","461","209","35","19","267","14.1","1","10","0","0","0","19","7","4","50","2.6","15.5"
"","84423","55959","304535","b91be982-fccd-448e-869b-e9b5148a1730","Michael Wilson","Cardinals","14","WR","76.4","98","674","313","135","85","1126","13.3","7","51","4","0","0","93","37","24","316","3.7","12.5"
"","84424","53608","317197","3860693c-99a2-4484-99db-1d43e3ff7fd4","Simi Fehoko","Cardinals","80","WR","50.7","0","25","11","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0"
"","84425","56560","310602","2a3cbc30-e8ed-11ed-bd02-25f41a9e059e","Brycen Tremayne","Panthers","87","WR","62.1","14","124","45","19","14","160","11.4","0","7","0","1","0","15","2","1","54","3.9","8.7"
"","84434","55939","300862","148330d9-5182-4b58-b695-8067aaba4731","Cedric Tillman","Browns","19","WR","57.4","37","335","143","44","22","306","13.9","2","13","1","0","0","26","8","3","62","2.8","12.8"
"","84470","53541","300614","26ef0447-29b8-4dd1-9831-dcbf8132bb74","Amon-Ra St. Brown","Lions","14","WR","90.6","123","589","252","167","120","1412","11.8","11","71","5","1","0","128","24","10","585","4.9","8.5"
"","84480","55075","300772","4c6f79d0-d3dd-11ec-8afa-57d9afd0ecba","Deven Thompkins","Falcons","83","WR","66.6","3","9","4","3","3","27","9.0","0","1","0","0","0","3","0","0","20","6.7","2.3"
"","86272","58299","325997","299d4fe8-188c-43d1-95d3-8a8f103da5c5","Dillon Gabriel","Browns","08","QB","60","0","1","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0"
"","86392","59002","367815","c7483e80-2574-11f0-b082-a1e374c45b00","Corey Kiner","Cardinals","37","HB","33.1","2","15","0","3","2","15","7.5","0","1","1","0","0","3","1","1","5","2.5","4.0"
"","86519","54473","324987","5053f9ae-15d9-4730-833d-484886b6f890","Drake London","Falcons","05","WR","89.9","93","417","193","108","69","921","13.3","7","46","2","1","1","73","31","13","243","3.5","11.0"
"","87625","56502","307308","bcd0ae60-f31c-11ed-819c-fd03d0cc2698","Nate Adkins","Broncos","45","TE","40.2","21","91","13","11","7","49","7.0","1","3","3","0","0","11","1","0","25","3.6","3.7"
"","88664","57328","312163","de5b56bd-33f0-48bc-b1e3-9523bd6bba64","Dylan Laube","Raiders","23","HB","68.1","2","15","3","3","3","18","6.0","0","1","0","0","0","3","0","0","25","8.3","-2.3"
"","88685","56410","309374","516da3c0-f016-11ed-a518-572ef5cb73b6","Julian Hill","Dolphins","89","TE","56.1","22","142","15","21","17","158","9.3","0","6","1","0","0","19","0","0","129","7.6","3.7"
"","91319","56457","328299","58f425d0-f677-11ed-978f-0975e9cb7dba","Hunter Luepke","Cowboys","40","FB","70.6","16","92","13","15","13","109","8.4","1","6","1","0","0","14","1","0","114","8.8","0.1"
"","91479","48118","178575","f374262b-d642-4d05-9584-5955548ee4d1","Ashton Dulin","Colts","16","WR","61.5","10","82","35","11","5","106","21.2","0","4","0","0","0","6","3","1","52","10.4","17.4"
"","91791","55889","308140","b961fa15-0676-4948-b95f-56d06319d40e","Dalton Kincaid","Bills","86","TE","86.1","60","269","100","63","49","684","14.0","7","33","3","1","0","53","15","8","299","6.1","9.3"
"","91824","53244","259815","ec7af934-a7f3-40f5-9fc0-210022dd6180","Michael Bandy","Broncos","83","WR","77.3","3","14","4","4","4","50","12.5","1","3","0","0","0","4","1","1","27","6.8","5.8"
"","94365","48136","0","013477a2-0271-4441-a0af-9bc25924a2f6","Stephen Carlson","Bears","88","TE","53.7","0","6","3","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0"
"","94379","48680","0","dc51b38c-dc82-44ee-a88b-764d681ce58a","Tom Kennedy","Lions","85","WR","66.8","5","31","14","4","4","36","9.0","0","2","0","0","0","4","1","1","4","1.0","8.0"
"","95015","48988","0","625a1777-dd9a-48c6-b512-c450b0914450","Gunner Olszewski","Giants","80","WR","78.2","12","77","31","14","10","145","14.5","1","7","0","0","0","10","2","2","74","7.4","12.2"
"","97078","57263","330388","f1f3f15f-f4a5-4d6e-b075-95f4815a384e","Anthony Gould","Colts","06","WR","51.4","0","31","11","2","2","6","3.0","0","0","0","0","0","2","0","0","8","4.0","-1.0"
"","97108","57304","330335","d7f4fd2c-ba4f-49ca-bd92-443a506e9eb4","Malik Washington","Dolphins","06","WR","62.8","49","384","104","66","50","382","7.6","3","16","1","0","0","52","9","5","322","6.4","5.1"
"","97116","54519","326288","1c8a4510-786c-4bc2-a9e9-e491b688206f","Skyy Moore","49ers","09","WR","62.3","7","83","31","8","5","87","17.4","0","5","0","0","0","5","1","1","27","5.4","15.5"
"","97118","54629","327782","19d44771-8f1d-4127-9b7d-230da137f15d","Kyren Williams","Rams","23","HB","64.4","44","420","21","55","46","363","7.9","5","17","2","0","0","48","7","5","211","4.6","3.0"
"","97156","57565","336471","2ddb2f40-07bc-11ef-82d9-5f86367458d3","Isaiah Williams","Jets","18","WR","61.6","25","218","51","36","26","193","7.4","0","10","1","0","0","27","3","1","122","4.7","3.9"
"","97195","55946","325090","af71f149-7758-40b7-973a-9fe6320cf4f5","Tyjae Spears","Titans","02","HB","90.2","44","226","11","51","46","270","5.9","0","10","1","0","0","47","1","1","383","8.3","-2.7"
"","97199","54506","325723","22ee9bac-a64c-4d44-94fc-51d775465b3b","Kenneth Walker III","Seahawks","09","HB","71.4","42","248","15","47","41","398","9.7","0","19","3","1","0","44","1","0","457","11.2","-1.0"
"","97200","58921","326126","f71d0370-23b2-11f0-b632-8947e146a0ae","Ulysses Bentley IV","Colts","37","HB","59.9","0","1","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0"
"","97268","55886","324977","2b6d74b7-10fb-4f17-99c8-9bb557fb475b","Zay Flowers","Ravens","04","WR","81.6","94","511","205","123","88","1256","14.3","5","48","5","3","3","97","15","8","483","5.5","10.3"
"","97273","56459","402746","d67c1e40-f66d-11ed-823b-d335e7ef7897","Jalen Moreno-Cropper","Cowboys","16","WR","59.3","0","1","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0"
"","97288","57361","327751","298d990d-9fd4-4cdf-8fcd-a7c3043d17fd","Tahj Washington","Dolphins","84","WR","53.1","5","40","15","6","3","37","12.3","0","1","0","1","1","3","2","1","9","3.0","25.5"
"","97290","57845","326682","48abbb80-075a-11ef-a2f5-8dc558cf6193","Dell Pettus","Patriots","24","S","60","0","1","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0"
"","97302","56041","337064","20d82a85-0128-499a-9330-2906af3cbb09","Evan Hull","Saints","34","HB","49.9","0","40","2","1","1","6","6.0","0","0","0","0","0","1","0","0","9","9.0","-3.0"
"","97348","57225","327662","ed59f931-fb26-4809-b862-a29fb7825942","Dadrion Taylor-Demerson","Cardinals","42","S","58.2","0","1","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0"
"","97399","57277","330423","1472d4aa-ffbf-4683-aa91-86bc4795b34e","Jamari Thrash","Browns","80","WR","57.7","9","147","75","14","10","107","10.7","0","5","0","0","0","11","1","0","41","4.1","7.8"
"","97400","54509","325509","2995df34-ee81-4320-be1e-1c497b83c927","John Metchie III","Jets","03","WR","58.7","35","263","92","48","33","274","8.3","2","15","4","0","0","38","8","3","144","4.4","5.5"
"","97405","54475","324916","68d72fe0-79b2-4fdb-afd5-6c79676e77f3","Garrett Wilson","Jets","05","WR","72.1","45","242","98","60","39","422","10.8","4","18","3","1","0","46","13","5","107","2.7","9.8"
"","97408","57271","330662","e0eecf78-86b2-4ee8-8ac9-d7713a138765","Spencer Rattler","Saints","02","QB","57.1","0","2","0","1","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","4.0"
"","97432","54835","326093","53df5e30-d3bd-11ec-96a0-c3471a31202c","Bam Knight","Cardinals","20","HB","67.4","17","139","10","29","22","160","7.3","1","10","1","0","0","23","1","0","156","7.1","0.7"
"","97605","55920","330432","cbd73c09-da07-48b0-a0d6-f248dfa631b6","Rashee Rice","Chiefs","04","WR","77.2","56","287","133","80","55","573","10.4","5","27","6","1","0","63","17","4","430","7.8","5.0"
"","97623","57333","325187","7cc58a3b-157a-4f43-a7de-5bc403f9ce6b","Jordan Whittington","Rams","88","WR","58.3","25","256","100","27","22","242","11.0","0","9","0","0","0","23","1","0","146","6.6","6.5"
"","97630","55917","325313","7d7f1628-85a7-4633-9ffe-d82fc2761b00","Zach Charbonnet","Seahawks","26","HB","56.4","19","213","12","23","20","144","7.2","0","7","1","0","0","21","0","0","122","6.1","1.5"
"","97636","54501","326537","db1053d7-3343-43a3-9aab-8353f10f1221","Breece Hall","Jets","20","HB","75.2","29","268","11","42","37","349","9.4","1","13","2","0","0","41","1","0","328","8.9","0.7"
"","97774","55904","325608","6cf0c82d-87e4-4cfc-8475-77667ed92796","Jonathan Mingo","Cowboys","81","WR","51.5","4","43","17","5","1","25","25.0","0","1","1","0","0","2","1","0","4","4.0","15.8"
"","97790","57133","325262","f056c8ed-6ee5-492c-af11-3f7e3d97195c","Bo Nix","Broncos","10","QB","56.6","0","2","0","1","0","0","0.0","0","0","0","0","0","0","1","0","0","0.0","2.0"
"","98005","58747","330671","277f6ff0-2442-11f0-ac20-e1591f73b631","Theo Wease Jr.","Dolphins","81","WR","79.8","9","41","12","10","6","139","23.2","1","6","0","0","0","6","3","1","60","10.0","14.2"
"","98027","56062","325447","a01b7698-d67f-4b60-b2fb-4c667336b718","Elijah Higgins","Cardinals","84","TE","62.7","40","317","73","39","31","313","10.1","0","15","0","1","1","32","7","2","218","7.0","4.4"
"","98033","59004","340242","bf89ef00-2573-11f0-9c8e-d9b9894b443c","Isaiah Neyor","Packers","80","WR","56.5","0","3","1","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0"
"","98097","57636","338935","07814d30-072a-11ef-ba75-176276cf11f0","Treyton Welch","Saints","82","TE","49.8","0","7","1","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0"
"","98499","55907","325525","77a4fb49-3c6c-4aa1-8a21-20956e2d2240","Luke Musgrave","Packers","88","TE","57.8","28","255","76","36","25","261","10.4","0","11","2","1","0","29","5","1","78","3.1","9.7"
"","98508","57252","325188","a952a370-a43f-45ec-8371-0665f0b9551e","Jared Wiley","Chiefs","12","TE","55.9","3","12","1","1","1","4","4.0","0","1","0","0","0","1","0","0","8","8.0","-4.0"
"","98689","53549","324832","6260e78a-64e2-4f7e-9bf8-39948a17a370","Rhamondre Stevenson","Patriots","38","HB","70.3","40","366","39","54","46","473","10.3","3","17","1","1","1","48","2","1","416","9.0","3.1"
"","98692","54905","325730","7e397190-ca24-11ec-9f1c-b7114d38a85b","Jaylen Warren","Steelers","30","HB","83.6","38","232","9","44","42","342","8.1","2","13","1","0","0","43","0","0","450","10.7","-2.5"
"","99171","58874","349406","bfb346f0-2318-11f0-81b8-b7cb2fd8d89b","Josh Williams","Buccaneers","18","HB","59.7","0","1","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0"
"","99197","57153","325560","0bb0c37c-e76b-4529-92b0-b026be4f7d6c","Xavier Legette","Panthers","17","WR","54","54","452","182","68","36","371","10.3","3","18","1","1","0","41","15","6","78","2.2","11.3"
"","99218","54483","326390","45763342-0208-46ab-a5d2-6c6e4ff66b66","Treylon Burks","Commanders","13","WR","64.6","17","167","76","25","11","146","13.3","1","7","0","0","0","11","7","3","36","3.3","15.9"
