"Rank","Player Id","Player GSIS","Player College GSIS","Player Sportradar Id","Name","Team","#","POS","REC GRD","KEY","REC SNP","VS PRS","TGT","REC","REC YDS","YPR","REC TD","REC 1D","DP","FUM","FUML","CBL","CTT","CTC","YAC","YAC/REC","ADOT"
"","45859","47987","195679","4afb77d8-4564-469b-be4c-5a8587df8046","Travis Homer","Bears","21","HB","56","0","4","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0"
"","45865","47896","195625","528e71ec-8fb3-4928-ace5-fc5ffbf26eb3","Justice Hill","Ravens","43","HB","62.1","21","135","9","27","21","169","8.1","1","6","1","0","0","23","1","1","189","9.0","-0.5"
"","45953","47807","194698","61694ab9-b099-408e-b48d-6a643dd069ec","Josh Jacobs","Packers","08","HB","89.5","28","244","13","47","39","296","7.6","1","8","0","0","0","39","2","2","327","8.4","-0.8"
"","46232","47875","172744","668bbc04-3346-4ba5-b038-9b5485f79d1c","Chuma Edoga","Jaguars","55","T","59.7","0","1","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0"
"","46301","48485","174578","e3a0e17e-fb75-4284-b89c-ddbc758f3d20","Blake Hance","Titans","73","G","59.6","0","1","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0"
"","46416","46101","173565","e06a9c07-453a-4bb0-a7e9-2c3a64166dad","Lamar Jackson","Ravens","08","QB","58.9","0","1","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0"
"","46518","46070","109338","30198d30-9769-4e10-ac86-b4c91d940802","Baker Mayfield","Buccaneers","06","QB","60","0","1","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0"
"","46951","48085","172901","95cd7ce9-e92a-40d9-997f-c7b16d0efd83","Fred Johnson","Eagles","74","T","60","0","1","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0"
"","47034","52502","195781","7874d188-0fcd-4af9-9289-27c27e2bbd16","Josiah Deguara","Cardinals","45","TE","53.5","1","59","9","4","3","21","7.0","1","2","0","0","0","3","1","0","5","1.7","5.5"
"","47043","47920","177413","9c3a67fd-5c6e-4689-9e08-9ff6d4db6c9a","Foster Moreau","Saints","87","TE","55.5","9","72","19","10","7","59","8.4","0","2","1","0","0","8","0","0","42","6.0","2.6"
"","47083","47852","172804","dc83f7af-7b30-4c4a-9c93-f67bd8db954b","Josh Oliver","Vikings","84","TE","72.9","19","129","30","19","16","160","10.0","4","9","0","0","0","17","2","1","105","6.6","2.6"
"","47121","48096","159407","b556a98d-16aa-4a0d-9134-1b59c46cc640","Andrew Beck","Jets","47","FB","72.5","9","30","4","9","6","45","7.5","2","4","1","0","0","7","2","0","20","3.3","4.7"
"","47124","46226","174199","f0d17dfa-ebf3-416c-a8d2-c6bc30675103","Tyler Conklin","Chargers","83","TE","44.7","10","91","29","12","8","108","13.5","0","3","2","1","0","11","2","0","62","7.8","5.0"
"","47153","46111","159831","1012cbe0-7eba-4169-bfca-183a0204e1a7","Mike Gesicki","Bengals","88","TE","71.7","35","267","99","47","30","322","10.7","2","19","0","0","0","32","12","6","72","2.4","10.2"
"","47257","46192","110525","7e42a22a-c47b-4387-aeeb-2cc2e76dc1d8","Durham Smythe","Bears","81","TE","38.4","5","97","12","9","6","36","6.0","0","1","1","0","0","7","2","0","15","2.5","5.4"
"","47259","47835","167371","15a4f552-ecaf-45bd-9006-aa5dda93bee6","Drew Sample","Bengals","89","TE","45.9","17","236","48","17","15","106","7.1","1","5","0","0","0","16","2","1","106","7.1","-0.1"
"","47272","46118","159389","e8029983-87cf-49a2-bc04-04c8233a0630","Dallas Goedert","Eagles","88","TE","69.1","81","494","191","89","66","652","9.9","12","36","3","0","0","72","9","0","274","4.2","7.5"
"","47304","46206","174531","8caec1b4-e0b6-4a84-b8c8-617d6e91ef6a","Dalton Schultz","Texans","86","TE","76.5","88","577","164","115","91","878","9.7","3","41","2","1","0","96","11","3","414","4.5","6.9"
"","47417","45900","123405","6124c4d4-337b-4926-b3f8-d2feb1c16fa9","River Cracraft","Commanders","88","WR","57.7","0","2","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0"
"","47436","46155","164143","0618f387-9b72-4270-8b8f-dec4cccc9e4a","Mark Andrews","Ravens","89","TE","61.6","56","371","136","72","52","455","8.8","5","24","3","1","0","56","13","7","113","2.2","8.3"
"","47447","52465","197331","8e1285f7-6e4c-41e4-aac9-92e09f9f32b2","Van Jefferson","Titans","11","WR","60.5","36","399","198","55","31","388","12.5","1","17","0","0","0","34","11","6","113","3.6","12.5"
"","47468","48097","195864","73e194d1-a4b7-4de4-b1c2-3c24ef502918","Jakobi Meyers","Jaguars","03","WR","73.2","89","594","265","113","76","847","11.1","3","44","4","1","1","83","27","12","290","3.8","9.4"
"","47481","47991","181847","85e18d5f-8a3f-4b6c-88fe-dfdaaed5554e","Scott Miller","Steelers","13","WR","60.6","14","111","55","13","10","88","8.8","0","4","0","0","0","11","1","1","42","4.2","6.4"
"","47509","47932","173540","34c523c7-bc58-49f0-a9cc-f9edd91fe00f","Hunter Renfrow","Panthers","13","WR","57.6","17","165","63","26","15","89","5.9","2","8","1","0","0","16","6","3","21","1.4","9.2"
"","47546","46116","174393","ebcd87ce-218c-4144-810b-921c2f59d6e8","Christian Kirk","Texans","13","WR","61.4","46","370","148","69","39","424","10.9","3","20","4","0","0","44","12","3","179","4.6","8.9"
"","47658","53117","173272","2dfd63d0-0e8a-11ed-a8f4-191ad3c6932a","KaVontae Turpin","Cowboys","09","WR","64.7","40","266","114","41","27","419","15.5","2","16","4","0","0","31","2","1","218","8.1","9.4"
"","47809","46243","108491","e7f0a505-8060-403e-a3b3-9d4e88dda1dc","Marquez Valdes-Scantling","Steelers","11","WR","51.1","29","267","128","33","17","146","8.6","1","7","1","1","0","19","6","1","36","2.1","12.3"
"","47861","53074","172698","5e63e674-adf3-4f4e-929e-4a0ff2cfb1df","Nick Westbrook-Ikhine","Dolphins","18","WR","49.4","20","231","73","22","12","96","8.0","0","8","3","0","0","16","4","1","31","2.6","6.6"
"","47864","47847","259471","754faf0f-40f7-45f0-b23b-6ce990ecaf26","D.K. Metcalf","Steelers","04","WR","73.1","91","531","336","112","66","945","14.3","6","39","6","0","0","73","25","9","455","6.9","11.6"
"","47895","46256","173553","f7ff7599-a175-4a0c-b887-3ae9e596fc64","Ray-Ray McCloud III","Giants","88","WR","53.9","12","140","63","13","7","69","9.9","0","4","1","0","0","8","1","1","43","6.1","6.3"
"","47901","52778","196375","58266b36-fa48-4f51-b41c-909bf82748f3","Andre Baccellia","Cardinals","82","WR","46.2","3","72","24","4","2","8","4.0","0","0","1","0","0","3","0","0","7","3.5","1.5"
"","47961","46279","159157","18f0bd30-1432-4fae-9cb4-c212bad6d0bb","Braxton Berrios","Texans","17","WR","62.8","8","51","10","8","6","37","6.2","0","3","0","0","0","6","1","0","18","3.0","2.9"
"","47996","48765","173532","427038d8-ff50-4d6e-a088-4fdb8bc2f0e3","Alex Bachman","Raiders","81","WR","66.5","2","18","10","3","2","12","6.0","0","2","0","0","0","2","2","1","2","1.0","4.7"
"","48021","46671","157901","18ccb826-5584-4f6a-8434-cf9a3b927b0f","Trent Sherfield","Cardinals","81","WR","49.9","6","84","34","5","3","21","7.0","0","1","0","0","0","3","0","0","13","4.3","8.6"
"","48027","52625","174243","3ae9f0fa-c711-4663-80cf-4707856c07aa","Jauan Jennings","49ers","15","WR","68.9","82","551","259","103","60","723","12.1","9","38","5","1","1","67","38","21","215","3.6","10.5"
"","48037","52609","195670","c65488d4-251e-40fc-9f32-7019bbdaf75e","James Proche II","Titans","13","WR","55.8","10","120","49","13","8","86","10.8","0","2","0","0","0","8","3","2","13","1.6","14.6"
"","48054","52569","195754","93c17735-5275-45cf-b3ef-620351c62313","Tyler Johnson","Jets","16","WR","60","17","174","61","16","12","197","16.4","1","8","2","0","0","14","4","2","66","5.5","13.5"
"","48078","46998","158605","82a7e1ff-019a-4f4b-aeb6-c41420e44891","Malik Turner","49ers","81","WR","43.1","2","9","4","1","0","0","0.0","0","0","1","0","0","1","0","0","0","0.0","7.0"
"","48103","46173","174297","ed5bcd2c-6335-4c0b-93b7-2116684a9b02","Nyheim Miller-Hines","Saints","19","HB","56.4","0","4","2","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0"
"","48113","46113","160019","20d16690-560b-4a01-af20-8870ef07ea70","Dante Pettis","Saints","11","WR","67","10","83","38","12","9","127","14.1","0","4","0","1","1","9","2","0","86","9.6","10.3"
"","48135","46705","158613","6a23db75-021b-4808-99e6-21a33d34202b","Allen Lazard","Jets","10","WR","52","14","171","40","18","10","70","7.0","1","4","0","0","0","11","8","3","36","3.6","11.4"
"","48164","46109","162044","b55ae5ba-593f-4560-9cab-14e10698e01d","Courtland Sutton","Broncos","14","WR","74.2","122","748","406","144","85","1134","13.3","8","56","8","0","0","101","40","19","223","2.6","13.1"
"","48170","46277","197367","a964f59b-af2b-48e1-b64d-c376cc1d8c28","Cedrick Wilson Jr.","Dolphins","19","WR","56.6","13","84","29","10","5","44","8.8","0","3","0","0","0","5","3","1","27","5.4","9.9"
"","48229","47859","177103","7e8c4641-2beb-4213-ba22-69fe0307005f","Terry McLaurin","Commanders","17","WR","87","51","284","124","65","39","612","15.7","3","33","1","0","0","42","17","9","100","2.6","15.0"
"","48236","52581","195836","bafe8df1-66b5-4200-8fb3-ff188c25a4e2","Darnell Mooney","Falcons","01","WR","52.4","55","486","221","77","32","443","13.8","1","25","6","2","0","45","14","2","73","2.3","15.4"
"","48262","46095","172791","926e2674-52d6-4cec-9991-46ee85cc8cfd","Calvin Ridley","Titans","00","WR","66.7","25","171","68","36","17","303","17.8","0","13","3","0","0","22","8","1","86","5.1","13.7"
"","48267","46093","173298","d8202e6d-d03b-4cd1-a793-ff8fd39d9755","DJ Moore","Bears","02","WR","67.9","81","680","270","97","61","798","13.1","8","37","3","1","1","67","15","8","277","4.5","12.3"
"","48274","47819","175166","628a6a0a-4fde-4024-8d7c-28674953d5af","Deebo Samuel","Commanders","01","WR","70.3","77","478","183","110","76","744","9.8","5","32","6","1","0","84","21","10","497","6.5","6.0"
"","48327","47834","197332","a9e580f2-1fbe-46fb-887c-c84089b507e4","A.J. Brown","Eagles","11","WR","83.4","110","555","248","136","84","1052","12.5","7","48","3","0","0","92","39","18","268","3.2","12.6"
"","48341","48051","174109","4a213e4e-b0ba-4124-833e-33c528bd5908","Steven Sims","Cardinals","80","WR","41.2","1","4","0","1","0","0","0.0","0","0","1","0","0","1","0","0","0","0.0","2.0"
"","48862","45268","69257","cb68b95f-ef6f-4e5e-b861-8bfe6cfeacf5","Patrick Ricard","Ravens","42","FB","62.2","2","31","4","1","1","8","8.0","0","0","0","0","0","1","0","0","3","3.0","5.0"
"","51789","54610","306148","650c8ab6-958d-47b6-bdc0-62fe852a4f10","Darian Kinnard","Packers","70","T","29.8","1","3","0","1","1","6","6.0","0","0","0","1","0","1","0","0","11","11.0","-5.0"
"","51837","45355","117283","b0719e3d-199b-46e5-a2b4-1091f6fd5c0d","Anthony Firkser","Lions","86","TE","56.3","7","107","36","9","8","53","6.6","0","4","0","0","0","8","2","2","14","1.8","4.8"
"","52130","52615","278424","1d1c217b-6407-40d7-aebb-ba95fa05d127","Isaiah Hodgins","Giants","89","WR","56.3","16","223","87","20","10","115","11.5","1","6","0","0","0","10","4","2","18","1.8","13.9"
"","52195","54054","278299","c1d52f55-4c65-4b37-8457-f0dc028c85bc","Austin Trammell","Jaguars","81","WR","56.5","6","51","17","9","3","46","15.3","0","2","1","0","0","4","1","1","0","0.0","15.6"
"","52266","52541","278296","1ea7affb-e5e7-491a-aaa3-55e200b2eb48","Colby Parkinson","Rams","84","TE","77.2","64","326","92","74","52","562","10.8","9","31","7","2","1","59","11","4","373","7.2","5.5"
"","52269","53496","308643","7d51fab7-2d52-4d19-a021-19a123af0d10","Davis Mills","Texans","10","QB","58.9","1","1","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0"
"","52286","55233","300655","5d01b190-d51e-11ec-8f44-c7121c9cec59","Tucker Fisk","Chargers","42","TE","42","7","64","9","6","5","31","6.2","0","1","1","0","0","6","1","0","27","5.4","1.3"
"","53746","57572","310346","eb055af0-0e1a-11ef-aa6c-9183e6948e0f","Brenden Bates","Browns","82","TE","64.6","4","31","3","5","4","48","12.0","0","3","1","0","0","5","2","1","9","2.3","8.0"
"","54037","56012","305721","601467c7-b593-472d-a147-b8e7bfdbe990","Josh Whyle","Packers","81","TE","54.3","9","93","24","7","6","43","7.2","1","2","0","0","0","6","0","0","26","4.3","3.4"
"","55038","55996","305978","c634c231-61fb-4725-8533-2cce14bfebbf","Charlie Jones","Bengals","15","WR","53.2","2","12","6","1","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","42.0"
"","55123","56191","300529","3b133980-eb9a-11ed-8b52-a11a185238e2","Zavier Scott","Vikings","36","HB","85","11","62","6","17","15","106","7.1","1","7","0","0","0","15","1","1","116","7.7","1.1"
"","55410","52536","280951","dc397432-7157-4ce4-976d-b9662cc6f551","Gabe Davis","Bills","13","WR","59.2","21","157","84","21","14","143","10.2","1","9","2","0","0","17","7","5","32","2.3","9.4"
"","55632","52552","280370","48ef5bfa-7b91-4ed1-ad12-e94c0bc101c2","DeeJay Dallas","Jaguars","20","HB","30.9","1","13","2","1","0","0","0.0","0","0","1","0","0","1","0","0","0","0.0","-1.0"
"","57120","54563","284014","795f636e-6f7f-4bc7-a346-2862272abead","Brian Robinson","49ers","03","HB","61.5","10","83","5","13","9","28","3.1","0","1","0","0","0","9","3","0","34","3.8","0.2"
"","57121","53453","280004","48ec58c3-ec26-4434-b005-8d34035e6667","Najee Harris","Chargers","22","HB","70.3","3","19","2","3","3","25","8.3","0","1","0","0","0","3","0","0","15","5.0","3.3"
"","57165","52470","281108","e10bfeb8-ea01-47bc-bfa8-45f6dcbf71b3","AJ Dillon","Eagles","29","HB","45.8","3","20","2","3","3","21","7.0","0","0","0","1","1","3","0","0","9","3.0","4.0"
"","57185","53454","279235","970693f0-0af4-4627-ac0c-bf519f7433ee","Travis Etienne Jr.","Jaguars","01","HB","62.1","40","308","5","55","44","344","7.8","7","17","4","2","0","49","2","0","399","9.1","-1.3"
"","57196","55151","282427","7caf1f90-d30d-11ec-8b77-45b1765fd110","Malik Davis","Cowboys","43","HB","43","4","57","3","6","3","30","10.0","0","0","1","0","0","4","1","0","13","4.3","4.2"
"","57206","52460","280030","74980532-8158-4b56-91db-5053878737b4","Cam Akers","Seahawks","30","HB","29.1","1","4","0","1","0","0","0.0","0","0","1","0","0","1","0","0","0","0.0","-6.0"
"","57208","55145","280152","246db560-cb4e-11ec-a667-6354702e3fca","Ronnie Rivers","Rams","20","HB","54.9","1","7","0","1","0","0","0.0","0","0","0","0","0","0","1","0","0","0.0","4.0"
"","57212","52443","280095","cc4b5f58-a11c-4450-a1df-617ad88336e4","D'Andre Swift","Bears","04","HB","64.9","35","359","14","51","40","375","9.4","1","14","3","0","0","43","1","0","430","10.8","-0.5"
"","57272","53623","281690","8ba68abf-e9d2-4927-bf8d-476f271d840c","Elijah Mitchell","Chiefs","25","HB","55.2","0","6","0","1","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","24.0"
"","57279","52440","279947","8aa01565-4481-443a-9951-642c98ded113","Clyde Edwards-Helaire","Chiefs","26","HB","62","2","10","2","2","2","9","4.5","0","0","0","0","0","2","0","0","14","7.0","-2.5"
"","57301","54673","281849","62e96d7c-e4dd-4a90-8c3a-8017eb69120d","Connor Heyward","Steelers","83","TE","61.1","5","21","6","4","3","21","7.0","1","1","0","0","0","3","1","1","6","2.0","9.8"
"","57337","53536","280163","7f119181-4c9f-4a9f-bccc-357277b64a8d","Michael Carter","Cardinals","22","HB","67.6","29","247","7","42","33","267","8.1","0","12","2","0","0","38","3","1","259","7.8","1.9"
"","57366","52463","278486","a57b9914-4315-4295-98b4-9b348c52d6a1","J.K. Dobbins","Broncos","27","HB","46.6","9","122","4","14","11","37","3.4","0","0","2","0","0","13","1","0","56","5.1","-2.3"
"","57373","53555","304382","32205e74-b23f-420a-b312-465b29260745","Chuba Hubbard","Panthers","30","HB","60","31","251","13","41","33","247","7.5","3","13","4","0","0","39","1","1","323","9.8","-1.3"
"","57486","56209","301882","53cbf000-f01f-11ed-97df-a94b89ac5704","Owen Wright","Buccaneers","49","HB","60","0","1","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0"
"","57488","52449","281613","925195a4-06ba-4e37-ae7d-a3d6a5419139","Jonathan Taylor","Colts","28","HB","52.9","37","440","11","57","48","382","8.0","2","15","4","1","0","52","4","1","441","9.2","-0.6"
"","57624","56179","300711","25f0b180-ead8-11ed-86b8-630d0ad2d5af","Andre Szmyt","Browns","25","K","60","0","1","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0"
"","58189","53569","280499","11e6adfb-8144-4990-adc2-bfcfe905889b","Buddy Johnson","Colts","59","LB","56.8","0","1","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0"
"","59738","56515","282033","9e48c440-f322-11ed-9708-f584d834f6a3","Alex Palczewski","Broncos","63","G","59.6","0","1","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0"
"","59869","54998","304414","c3806b80-d2f0-11ec-96a0-c3471a31202c","Ben Brown","Patriots","77","G","59.4","0","1","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0"
"","59963","54484","288099","94db0fe8-228c-4650-abd2-38886687f960","Trevor Penning","Chargers","64","G","59.4","0","1","0","1","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","5.0"
"","60120","53557","282412","6864e643-1085-41bc-99f0-66184fab5487","Dan Moore Jr.","Titans","75","T","58.8","0","1","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0"
"","60274","56057","311733","2b18e3fd-9765-4644-9fc8-2f316ceda6d5","Bryce Baringer","Patriots","17","P","60","0","1","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0"
"","60326","52413","281476","26ad9c27-de38-495e-913c-6fb2428e76d3","Tua Tagovailoa","Dolphins","01","QB","60","0","1","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0"
"","60492","55061","284533","6ee105f0-ca2e-11ec-be96-e90abdfa0fef","Stone Smartt","Jets","84","TE","60.3","7","56","15","9","7","52","7.4","0","3","0","0","0","8","5","3","26","3.7","4.8"
"","60509","54538","304482","321af8f8-b4de-4ed2-a86f-7f97a85a13d4","Jelani Woods","Jets","86","TE","49.7","1","20","6","2","1","4","4.0","0","0","0","0","0","1","1","0","2","2.0","5.0"
"","60742","53537","282283","e2aa4576-83a6-4b81-ab95-49126a0cf1d4","Darren Hall","Cardinals","30","S","58.2","0","1","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0"
"","60853","53219","281178","57df4c36-e48c-45a4-a1ae-f6e86bf5d21e","Sal Cannella","Browns","87","TE","51.8","3","21","6","5","2","11","5.5","0","1","1","0","0","3","1","0","5","2.5","11.8"
"","60859","53510","304769","ebc576d0-a98b-4f82-aaf9-901a3911487d","Hunter Long","Jaguars","84","TE","52.2","19","136","42","16","13","109","8.4","2","5","3","1","0","16","1","1","36","2.8","5.3"
"","60864","54784","304505","8d9236c0-ce09-11ec-9598-03840dd5f387","Jake Tonges","49ers","88","TE","75.6","47","289","69","57","41","371","9.1","5","26","2","1","1","46","10","2","182","4.4","7.0"
"","60876","56243","305511","c3c08060-eb74-11ed-aecd-85bc826ed43e","Brady Russell","Seahawks","38","FB","28.7","1","5","0","1","0","0","0.0","0","0","1","0","0","1","0","0","0","0.0","0.0"
"","60878","53591","280584","c97dfcb6-b999-476f-8487-f3848e92df17","Noah Gray","Chiefs","83","TE","52.4","33","275","91","37","23","209","9.1","0","9","2","0","0","28","3","3","120","5.2","6.4"
"","60917","54593","310010","3c048ac9-2c0f-4bf0-9ddc-ce99c9387ac8","Charlie Kolar","Ravens","88","TE","75","9","105","26","14","10","142","14.2","2","9","0","0","0","10","2","1","51","5.1","9.6"
"","60994","53959","279365","8f182089-7730-499e-8f2e-87bda32debfb","Brock Wright","Lions","89","TE","54.2","15","130","33","19","14","108","7.7","2","7","1","0","0","16","1","0","83","5.9","2.4"
"","60995","52451","279363","036feeb6-9a22-43c5-a8e3-7ac611d8ff49","Cole Kmet","Bears","85","TE","61.1","48","416","111","53","35","391","11.2","3","19","2","0","0","39","8","2","170","4.9","8.9"
"","60997","54663","281599","f6988cfa-2dcf-490b-ac80-9af8e4292efa","Grant Calcaterra","Eagles","81","TE","51.5","11","122","34","12","9","76","8.4","1","4","1","0","0","10","2","1","32","3.6","5.9"
"","61004","56207","289381","1d1eb430-f01e-11ed-97df-a94b89ac5704","Travis Vokolek","Cardinals","81","TE","51.4","1","7","2","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0"
"","61071","54571","300837","f23517bd-ae85-484a-8ecb-1f7a2d851e48","Cade Otton","Buccaneers","88","TE","58.1","71","566","150","84","60","601","10.0","1","25","2","0","0","67","22","7","330","5.5","5.4"
"","61081","54594","305484","f46eab3d-d7dd-4420-b3f9-6da9ac1308ab","Jake Ferguson","Cowboys","87","TE","60","84","546","198","104","83","602","7.3","8","30","5","3","2","90","24","13","308","3.7","5.3"
"","61100","53439","280014","3555d07e-57ae-43de-97d5-b1b5bf055f17","DeVonta Smith","Eagles","06","WR","78.9","104","592","274","132","89","1147","12.9","4","46","4","0","0","97","28","11","358","4.0","11.9"
"","61103","52423","280008","eaaa4a61-c2a7-4926-8e9b-3ec71be2f991","Jerry Jeudy","Browns","03","WR","57.9","81","628","298","114","52","627","12.1","2","31","9","1","1","65","24","8","187","3.6","11.9"
"","61107","56369","305274","07eb12f0-f011-11ed-ac82-d7e41925e5ba","Tyrell Shavers","Bills","14","WR","61.3","32","236","92","25","16","259","16.2","1","11","0","0","0","16","3","1","69","4.3","14.3"
"","61182","53855","281756","eab74cbc-ed11-46b3-bd16-1d4c997adc22","Quintin Morris","Jaguars","80","TE","54.3","9","81","20","8","6","55","9.2","1","4","1","0","0","7","0","0","21","3.5","9.8"
"","61211","52441","279228","7963b029-5de4-4541-b00a-44eefe4349af","Tee Higgins","Bengals","05","WR","80.2","76","553","319","103","61","885","14.5","11","41","2","0","0","66","42","19","167","2.7","14.3"
"","61327","53986","282024","c9ef678b-959b-445b-b32a-81c767c8ad65","Brandon Smith","Jets","87","WR","56","0","3","2","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0"
"","61398","52430","279985","4131d4ee-0318-4bb5-832a-4dec80668a4f","Justin Jefferson","Vikings","18","WR","80.2","99","589","304","147","87","1068","12.3","2","47","5","0","0","95","25","11","455","5.2","10.7"
"","61418","54603","305100","a95271f7-6dae-4b43-94fd-3ff04b15d4c4","Calvin Austin III","Steelers","19","WR","55.4","52","351","167","62","34","380","11.2","3","16","3","0","0","39","11","5","132","3.9","11.9"
"","61441","53518","290584","bd56a50c-5fae-4ee2-8363-f74ae07b6887","Nico Collins","Texans","12","WR","85.5","109","544","321","134","78","1187","15.2","6","49","2","1","1","85","37","20","359","4.6","13.0"
"","61448","52793","279975","d25a19a7-7de6-4476-b42a-833c8c3cb208","Cody White","Seahawks","82","WR","67.5","6","47","21","4","3","90","30.0","1","2","0","0","0","3","0","0","57","19.0","10.3"
"","61568","47808","282200","feeee40a-dd63-41a7-89cd-6c95b5456833","Marquise Brown","Chiefs","05","WR","70.4","53","421","192","77","50","601","12.0","5","29","1","1","0","51","12","4","199","4.0","12.9"
"","61570","52425","283741","a72ea15b-5199-4101-a300-846e1c655add","CeeDee Lamb","Cowboys","88","WR","79","93","498","244","130","77","1102","14.3","3","43","8","0","0","88","34","14","320","4.2","13.2"
"","61577","53560","279486","29269863-13cf-4c66-ac3c-5d9a47e2040a","Tylan Wallace","Ravens","16","WR","54.3","9","94","48","9","4","45","11.3","1","3","1","0","0","5","2","0","17","4.3","13.8"
"","61610","54694","279551","36953df8-fbc3-4505-b5b3-dec8433620dc","Bo Melton","Packers","16","WR","60.5","11","52","11","11","4","107","26.8","1","4","2","0","0","6","3","1","6","1.5","18.4"
"","61637","54553","300569","c6fb9f3a-f8ff-4224-a5f6-4d2d09501c9c","Jalen Tolbert","Cowboys","01","WR","61.2","28","284","120","35","20","216","10.8","1","12","1","0","0","21","10","4","49","2.5","12.3"
"","61669","53707","282954","b4dadef6-a938-4b34-b83c-b64d4a297e02","Tim Jones","Jaguars","13","WR","64.6","1","10","5","1","1","15","15.0","0","1","0","0","0","1","0","0","11","11.0","4.0"
"","61811","55112","348606","8d74f600-ca80-11ec-97ae-e1573849d1a6","Tay Martin","Commanders","13","WR","70.2","2","16","7","2","2","23","11.5","0","1","0","0","0","2","0","0","5","2.5","9.0"
"","62942","54634","282443","a0833a94-60ce-4a3a-a32a-d067fe7b253d","Ty Chandler","Vikings","32","HB","67.5","2","17","1","4","3","11","3.7","0","1","0","0","0","3","0","0","27","9.0","-5.0"
"","62946","55113","305046","af9f7390-ca80-11ec-97ae-e1573849d1a6","Jordan Mason","Vikings","27","HB","42","9","166","10","15","14","51","3.6","0","1","0","1","0","14","0","0","104","7.4","-3.7"
"","62979","53506","282452","857fcc59-10e8-4194-bd7d-41bc5f72a47f","Joshua Palmer","Bills","05","WR","61.5","31","256","120","40","22","303","13.8","0","13","1","0","0","23","9","4","54","2.5","12.0"
"","63707","55133","281700","e1ecc660-cc9f-11ec-952e-a10f2c98fc4d","Rashid Shaheed","Seahawks","22","WR","67.6","71","594","241","102","62","765","12.3","2","32","0","1","1","65","17","6","201","3.2","13.2"
"","64818","52421","282573","e39240b4-cac5-453f-b99f-6bbbdd1c9c82","Tristan Wirfs","Buccaneers","78","T","90.4","1","1","0","1","1","2","2.0","1","1","0","0","0","1","0","0","1","1.0","1.0"
"","66272","57186","349613","bae59933-8b94-4837-990e-f0a4ced3cdbb","Malachi Corley","Browns","83","WR","65.1","12","82","20","13","11","79","7.2","0","4","0","0","0","11","1","1","71","6.5","0.4"
"","66578","46163","117449","e1a79497-3e4b-4820-99a6-8ecbfd03995c","Alex Cappa","Raiders","65","C","58.1","0","1","1","1","0","0","0.0","0","0","0","0","0","0","1","0","0","0.0","6.0"
"","66581","54499","308210","47d97f44-b4aa-46d2-816c-5b5a1fe48d46","Christian Watson","Packers","09","WR","83.9","55","296","139","63","39","669","17.1","7","30","1","1","0","45","23","11","147","3.8","17.4"
"","66915","46213","162182","bdb77276-7191-4454-85c2-e1693a33d709","Justin Watson","Texans","84","WR","56.3","4","36","20","5","3","30","10.0","0","1","1","0","0","4","1","1","13","4.3","11.6"
"","66916","46302","","4c01d331-f294-4836-bbfc-3369829d66c8","Jordan Mailata","Eagles","68","T","58.6","0","1","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0"
"","66924","46797","107942","2fa75e05-cac4-4b40-8924-dbc9ae0c959c","Tanner Hudson","Bengals","87","TE","73.6","18","115","27","23","19","168","8.8","2","8","0","0","0","19","5","2","85","4.5","6.0"
"","71410","58697","362889","bbfced90-29da-11f0-995e-19a112062a09","Easton Mascarenas-Arnold","Browns","42","LB","57.7","0","1","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.0","0.0"
"","72154","57448","325382","971a3930-0724-11ef-a47d-6f7fe8c7bc97","George Holani","Seahawks","36","HB","82.6","4","37","3","7","6","49","8.2","0","2","0","0","0","6","0","0","42","7.0","1.1"
